大霞里,Daxia Vil.
大豐村,Dafeng Vil.
大豐里,Dafeng Vil.
大關巷,Daguan Ln.
大鵬里,Dapeng Vil.
大饒里,Darao Vil.
大灣里,Dawan Vil.
大觀里,Daguan Vil.
大觀巷,Daguan Ln.
子茂村,Zimao Vil.
子龍里,Zilong Vil.
小山巷,Xiaoshan Ln.
小份巷,Xiaofen Ln.
小西村,Xiaoxi Vil.
小西里,Xiaoxi Vil.
小赤村,Xiaochi Vil.
小坪里,Xiaoping Vil.
小坵村,Xiaoqiu Vil.
小東里,Xiaodong Vil.
小林里,Xiaolin Vil.
小金瓜寮巷,Xiaojingualiao Ln.
小門村,Xiaomen Vil.
小城里,Xiaocheng Vil.
小原巷,Xiaoyuan Ln.
小埤里,Xiaopi Vil.
小崎巷,Xiaoqi Ln.
小崙里,Xiaolun Vil.
小康里,Xiaokang Vil.
小粗坑巷,Xiaocukeng Ln.
小港里,Xiaogang Vil.
小新里,Xiaoxin Vil.
小溪巷,Xiaoxi Ln.
小路巷,Xiaolu Ln.
小旗巷,Xiaoqi Ln.
山上里,Shanshang Vil.
山上巷,Shanshang Ln.
山下一巷,Shanxia 1st Ln.
山下二巷,Shanxia 2nd Ln.
山下三巷,Shanxia 3rd Ln.
山下里,Shanxia Vil.
山下巷,Shanxia Ln.
山中村,Shanzhong Vil.
山內村,Shannei Vil.
山水里,Shanshui Vil.
山水巷,Shanshui Ln.
山外里,Shanwai Vil.
山皮里,Shanpi Vil.
山光里,Shanguang Vil.
山西里,Shanxi Vil.
山佳里,Shanjia Vil.
山明里,Shanming Vil.
山東里,Shandong Vil.
山林巷,Shanlin Ln.
山柑里,Shangan Vil.
山美村,Shanmei Vil.
山峰里,Shanfeng Vil.
山海里,Shanhai Vil.
山茶巷,Shancha Ln.
山崇里,Shanchong Vil.
山崇巷,Shanchong Ln.
山崎村,Shanqi Vil.
山崙里,Shanlun Vil.
山犁里,Shanli Vil.
山頂里,Shanding Vil.
山頂巷,Shanding Ln.
山湖村,Shanhu Vil.
山陽里,Shanyang Vil.
山楂腳巷,Shanzhajiao Ln.
山溪里,Shanxi Vil.
山腳村,Shanjiao Vil.
山腳里,Shanjiao Vil.
山腳巷,Shanjiao Ln.
山農巷,Shannong Ln.
山壽巷,Shanshou Ln.
山福里,Shanfu Vil.
山鼻里,Shanbi Vil.
山寮村,Shanliao Vil.
山寮巷,Shanliao Ln.
山德里,Shande Vil.
山興里,Shanxing Vil.
山興巷,Shanxing Ln.
山邊巷,Shanbian Ln.
川東里,Chuandong Vil.
工業巷,Gongye Ln.
工廠村,Gongchang Vil.
工學里,Gongxue Vil.
干城村,Gancheng Vil.
干城里,Gancheng Vil.
弓鞋巷,Gongxie Ln.
弓橋里,Gongqiao Vil.
中一巷,Central 1st Ln.
中一橫巷,Central 1st Side Ln.
中二巷,Central 2nd Ln.
